UID,MaritalStatus,CreditScore,AnnualIncome,NetWorth,EmploymentStatus,RiskScore,AgeGroup,PhoneNumber,Email
LEAD_86fc2d33f47744a1ae29c3d3ca78eecf,Married,629,30805,376866,Employed,35.2,51+,'+91-2362948960',86fc2d@mail.com
LEAD_4551ef54136a43cc895d3792da8fdf88,Married,594,65145,1455,Employed,57.0,26-35,'+91-8692934150',4551ef@example.com
LEAD_8cc91e9c4f6a49e0ba9ede84b784053c,Single,590,35956,2281,Employed,52.0,26-35,'+91-3355114322',8cc91e@testmail.in
LEAD_a5dab091ddfd4167a6d33c4d50cd638f,Widowed,467,36408,49137,Employed,60.0,26-35,'+91-9533243332',a5dab0@testmail.in
LEAD_c8c44e38642b4786b00baf6bd0436e4c,Married,616,150592,10646,Employed,39.2,36-50,'+91-5237455087',c8c44e@example.com
LEAD_81c6e8323c914d37b336c4bec258e6b6,Single,551,104783,15460,Employed,40.8,26-35,'+91-9655089612',81c6e8@example.com
LEAD_b2d8ecdf7cf143b2bd1bb85ae55fce07,Married,581,75523,230372,Employed,50.0,51+,'+91-7242310407',b2d8ec@mail.com
LEAD_7e11fbeaecb14671b67d3f7890a092ec,Married,595,43959,90140,Employed,54.0,26-35,'+91-4261004780',7e11fb@mail.com
LEAD_5bcdf47e7037402486f8dd097094a1fd,Single,484,55695,4335,Employed,55.0,26-35,'+91-4660699491',5bcdf4@mail.com
LEAD_cf1d2aff1fa74f0387ddc31bf25dd6a1,Married,650,24086,8829,Self-Employed,55.0,51+,'+91-3672670860',cf1d2a@example.com
LEAD_34d96c874b414536a5006a6642993ad2,Single,601,90223,12820,Employed,45.0,26-35,'+91-8539812344',34d96c@mail.com
LEAD_2d7c6d4665b043fcbcdd0988c012bddb,Married,539,125879,6180,Employed,68.0,36-50,'+91-7959147838',2d7c6d@testmail.in
LEAD_f62d2b06e75c4e428282f336c4591dd4,Single,615,33734,91524,Employed,51.0,36-50,'+91-0977817371',f62d2b@example.com
LEAD_9523ca6e798545e3890b08c67b9b1aca,Married,592,31811,18535,Employed,51.0,26-35,'+91-6072751215',9523ca@example.com
LEAD_1821dd3b08c2494aa8ff317a5e17c8ec,Married,598,99952,8040,Employed,44.8,51+,'+91-1868576801',1821dd@example.com
LEAD_7b7a5154a2134af3a9ea528e96959c72,Widowed,571,35584,87120,Employed,56.0,36-50,'+91-2046976350',7b7a51@testmail.in
LEAD_a273dd8661ff4811905eb67012799077,Single,659,122011,23937,Employed,44.0,51+,'+91-2842672778',a273dd@mail.com
LEAD_5349cb97498b44b29818f29d5c466faf,Married,536,23567,13092,Employed,65.0,26-35,'+91-1446435440',5349cb@mail.com
LEAD_e7ea292196a9480783ee080d2e5d8d15,Single,595,41350,59148,Employed,55.0,36-50,'+91-1683948449',e7ea29@example.com
LEAD_dc6450712d85433ab6fddf87d48d4b84,Divorced,628,71252,1757,Employed,40.0,36-50,'+91-2544917078',dc6450@example.com
LEAD_04173539598147f5a912120b8c7e4fc9,Married,548,36511,300020,Employed,44.0,36-50,'+91-4206291063',041735@testmail.in
LEAD_811fef1f38104e26a0d2663b38866c41,Divorced,478,27857,2030,Employed,59.0,18-25,'+91-5196128554',811fef@mail.com
LEAD_15110321acc443fbbe5386de6a907788,Single,548,34201,101804,Employed,57.0,36-50,'+91-7825058107',151103@example.com
LEAD_ad9cf8c1ade042e8837b56672675e9cc,Divorced,621,70863,3607,Employed,55.0,18-25,'+91-2579058265',ad9cf8@testmail.in
LEAD_d2b51d3302584312a96494de7cb8abfd,Married,576,80602,4424,Employed,54.0,36-50,'+91-0973467702',d2b51d@example.com
LEAD_a0f8867f230740889ef57972ba0140ef,Married,521,42146,23281,Self-Employed,61.0,18-25,'+91-2679469419',a0f886@example.com
LEAD_d24b8718895f434bb8d1e794f0301452,Married,528,25542,15502,Employed,59.0,18-25,'+91-8736351550',d24b87@testmail.in
LEAD_7e88df824e9947febfac7cf3c7a315a6,Married,508,112068,34015,Employed,40.0,36-50,'+91-0327782408',7e88df@mail.com
LEAD_f923893d22c149f49746eb55cf2d7f19,Married,599,56613,272879,Employed,46.0,26-35,'+91-8167498442',f92389@example.com
LEAD_1b2ec1448ad84406a0834f63a619b3b8,Single,602,88382,40859,Employed,53.0,26-35,'+91-0568424426',1b2ec1@mail.com
LEAD_c9904a8c65f84056a301ee1a5c370cb4,Married,640,29760,94038,Unemployed,58.0,51+,'+91-0937986544',c9904a@testmail.in
LEAD_5135cd8c91e14e6da08231fc40b7f9ad,Married,580,80895,19594,Employed,53.0,36-50,'+91-2536286146',5135cd@testmail.in
LEAD_fa35327a79954e749ddec3bb53742530,Married,619,30847,408645,Employed,49.0,36-50,'+91-6744570619',fa3532@mail.com
LEAD_2ee7f849b60046829694f1921a1961a7,Single,643,43264,5153,Unemployed,52.0,36-50,'+91-9301028208',2ee7f8@example.com
LEAD_d47e60f47e83456da9dedbe081471b99,Married,596,89689,59849,Self-Employed,40.0,51+,'+91-6662771380',d47e60@mail.com
LEAD_da1b8b3cf48a442ca064eba097b26aea,Single,528,15000,61302,Employed,52.0,26-35,'+91-1662427022',da1b8b@testmail.in
LEAD_b44817937d664ca382a50e47bb49edab,Married,666,79881,288876,Self-Employed,42.4,51+,'+91-7371310695',b44817@example.com
LEAD_76797c162cc5484180d6906c887a25e9,Single,557,34777,2324,Employed,56.0,36-50,'+91-4979396226',76797c@testmail.in
LEAD_90966b86307e4868986b9fbd2c2b3ae2,Married,605,99794,85614,Employed,46.0,18-25,'+91-7338346064',90966b@example.com
LEAD_501df7b553564a81817190e624a250d0,Divorced,619,60991,4484,Employed,44.8,36-50,'+91-7605428667',501df7@example.com
LEAD_910a091b962146c486ece81f59e5460a,Single,539,28283,12633,Employed,60.0,36-50,'+91-0237617109',910a09@mail.com
LEAD_d51f1715b9ab4209bf78d4c76f342370,Married,638,33436,98844,Unemployed,50.0,26-35,'+91-0526239619',d51f17@example.com
LEAD_cf3dd21e30054f619e61080e14a1d265,Married,571,15000,97894,Employed,61.0,26-35,'+91-6794553861',cf3dd2@mail.com
LEAD_04f5d629f48c44c7b109ad79869318ef,Married,560,226493,72750,Employed,39.2,36-50,'+91-0191767831',04f5d6@mail.com
LEAD_7705b2dea85a4db8ae68448002d3a0ef,Single,568,15000,90156,Employed,59.0,36-50,'+91-6121961114',7705b2@testmail.in
LEAD_cf4cee5a4c4b49a18e5aad9b48596484,Married,569,38014,70840,Employed,50.0,18-25,'+91-2317918517',cf4cee@mail.com
LEAD_65e0a2c4a68e40a5ab7073b1e431affa,Married,545,78311,2628,Employed,55.0,51+,'+91-3092861459',65e0a2@mail.com
LEAD_8a97dace5de7414d9786ea8a91bcbaa8,Single,578,113332,78399,Employed,37.6,26-35,'+91-4622426205',8a97da@example.com
LEAD_5f84a38df4264060ba3fbf1e052dd802,Divorced,533,101122,314835,Employed,44.0,18-25,'+91-2452866820',5f84a3@testmail.in
LEAD_37eb7501d008446fb5fdaa4871f9a8d9,Divorced,542,44497,42500,Employed,58.0,51+,'+91-6537358590',37eb75@example.com
LEAD_3c167a1db4604e7b9af2760a29d48c15,Single,611,51116,50930,Employed,50.0,36-50,'+91-5008843859',3c167a@example.com
LEAD_059d9d687f42467d9d7abeae0d253c8a,Married,547,41841,69936,Employed,54.0,51+,'+91-1121476575',059d9d@testmail.in
LEAD_5e1a91f0605943fab28425a1083473b8,Divorced,620,18230,30179,Employed,56.0,36-50,'+91-5855198926',5e1a91@testmail.in
LEAD_87ce0526e65249ed9315d01f5107af2e,Married,584,23459,36483,Employed,59.0,36-50,'+91-6337831514',87ce05@example.com
LEAD_a604dd3e9b304a7c990262db38b811e8,Married,594,15000,59439,Employed,51.0,36-50,'+91-9865286760',a604dd@testmail.in
LEAD_def0d40c78bb45cf873c6f33cf725771,Divorced,587,60272,138793,Employed,46.0,36-50,'+91-6026754684',def0d4@mail.com
LEAD_5f813da78c534349bccc322057a33b41,Divorced,615,37892,42836,Employed,51.0,26-35,'+91-4385501833',5f813d@testmail.in
LEAD_ed9a47e8fca34db8bc3dc43dad07ec17,Married,534,30069,9875,Employed,50.0,26-35,'+91-2995547351',ed9a47@mail.com
LEAD_2f68a7926da94b6da495867277ecc1a4,Single,593,63522,7076,Employed,49.0,36-50,'+91-4156390088',2f68a7@example.com
LEAD_b74ea81bd57f4409845bc60ecb2fa755,Divorced,572,56994,88067,Employed,50.0,36-50,'+91-9161726950',b74ea8@example.com
LEAD_8473d78d80fd4a7e8a0062945bbec065,Married,462,76372,10838,Employed,40.8,36-50,'+91-8096525752',8473d7@mail.com
LEAD_1102929fb3cd4d648287c7a87b56245f,Single,520,135353,11691,Employed,40.8,51+,'+91-0546079921',110292@testmail.in
LEAD_d841bb6f24e7419e9235f4791fe63ce2,Married,550,28220,22853,Employed,57.0,36-50,'+91-9189467466',d841bb@example.com
LEAD_20fde99966d047cbae4f38ab90270c24,Single,603,19001,5403,Employed,52.0,36-50,'+91-9577408285',20fde9@example.com
LEAD_095db05545a04097a268994433829f91,Married,533,34280,4680,Unemployed,55.0,26-35,'+91-6394285023',095db0@mail.com
LEAD_be36743066c74c2f9914f67652b2631f,Single,633,42636,9801,Employed,51.0,36-50,'+91-0712819232',be3674@example.com
LEAD_cd0701d724d143dea93fdcab02b7b571,Divorced,541,68595,121032,Employed,52.0,36-50,'+91-6275916568',cd0701@mail.com
LEAD_842286e234914b148f68a72fe0fd60f3,Single,632,77261,73279,Self-Employed,44.8,36-50,'+91-5308926152',842286@testmail.in
LEAD_33eba3999a364cc091419299aaff9af8,Married,514,26762,7754,Employed,66.0,26-35,'+91-4305644177',33eba3@example.com
LEAD_dc7b4b08729e472abe921df469476fad,Single,574,27846,30500,Employed,60.0,26-35,'+91-4789305471',dc7b4b@testmail.in
LEAD_1032f2ccd549454bb9b3e884afb72e1c,Divorced,560,119566,9109,Employed,40.8,36-50,'+91-3254966965',1032f2@example.com
LEAD_7162d7cde2334ee7bcd34ce29ae882e0,Married,580,72070,52033,Employed,39.2,36-50,'+91-6228449292',7162d7@mail.com
LEAD_7b9e4a44d1d9477fb16c5a04eb8b585b,Divorced,507,60985,132912,Employed,46.0,26-35,'+91-0177057958',7b9e4a@testmail.in
LEAD_e57cda02a4c44a6b808f6662ccecfa3c,Married,621,73875,157655,Employed,33.6,51+,'+91-3381623201',e57cda@mail.com
LEAD_72cd0e49a0814631bef8087730ba7e4d,Married,625,50406,131493,Employed,43.0,18-25,'+91-4830393567',72cd0e@testmail.in
LEAD_d7302048cce3408ab2c012e467b991d0,Married,568,46974,115270,Employed,47.0,36-50,'+91-6950648529',d73020@mail.com
LEAD_0d7a75e6333348a59ead10e30e86533d,Married,617,31359,28566,Self-Employed,54.0,18-25,'+91-6653416560',0d7a75@example.com
LEAD_36738597ac6f40798387997b6e92bff3,Married,629,36722,12406,Self-Employed,54.0,51+,'+91-4975831100',367385@mail.com
LEAD_453f93028f1e4cefb3e9f20f8169c0c5,Married,545,139385,10582,Employed,52.0,18-25,'+91-1008366389',453f93@example.com
LEAD_c3e2817e452e4ac6b1fcc5bc3384fff1,Married,585,165783,3448,Employed,43.2,51+,'+91-6798639095',c3e281@example.com
LEAD_d4d8b31e90a346c28108175a71867079,Married,572,82834,338222,Employed,35.2,36-50,'+91-1871130687',d4d8b3@example.com
LEAD_d064836469a4456a952b6d6ee97f0675,Married,649,62683,80180,Employed,52.0,26-35,'+91-9038150440',d06483@testmail.in
LEAD_e2a20f26b01241da899538b9f2aed280,Married,560,58989,62832,Employed,47.0,36-50,'+91-4642657303',e2a20f@mail.com
LEAD_ebaeb7a6fa5f4f28bec27a8a99c475f9,Married,587,18388,183733,Employed,50.0,36-50,'+91-3960616921',ebaeb7@example.com
LEAD_85e30b59a2e242649c5e8aeeb5110ba1,Married,431,88535,100782,Employed,39.2,26-35,'+91-1932053742',85e30b@example.com
LEAD_98409c44fb1e4482ae1ca3511eb77f55,Married,573,30618,18382,Employed,52.0,26-35,'+91-7785305694',98409c@testmail.in
LEAD_0f49a440c6624415a8d1f85ee789e80a,Married,472,37035,50466,Employed,57.0,36-50,'+91-2103718936',0f49a4@mail.com
LEAD_1a8c8997640b4053bfd59f5a34d1d883,Single,569,53180,17641,Employed,54.0,18-25,'+91-0015849069',1a8c89@testmail.in
LEAD_fc4352de93fe431c903e6d1e3a864420,Married,497,37667,8358,Employed,61.0,26-35,'+91-7501491575',fc4352@example.com
LEAD_aff3aa7ef20b44708f4404f99746701f,Widowed,692,123194,27559,Employed,36.8,51+,'+91-1141062415',aff3aa@example.com
LEAD_c6dfee30ccfa43f0962a53bf4c4ccfc5,Married,574,114692,3108,Employed,38.4,26-35,'+91-5492465016',c6dfee@testmail.in
LEAD_1f2c0f9470c34e2cba48bf9d663d41bc,Divorced,534,69163,27711,Self-Employed,56.0,51+,'+91-9881900789',1f2c0f@testmail.in
LEAD_c35946b427e74c3fa1718509a27ab32b,Divorced,537,45201,75867,Employed,50.0,26-35,'+91-7429282397',c35946@mail.com
LEAD_64ab21de397b44378ca919f7f6621cc1,Married,653,31635,146087,Employed,56.0,36-50,'+91-5280758856',64ab21@example.com
LEAD_decd85efbaf348b5875130a81f8777fe,Married,549,46643,73447,Employed,57.0,36-50,'+91-0418006309',decd85@testmail.in
LEAD_a0aa7d8d809246d9a9094aad25dcd5e7,Married,585,42849,6244,Employed,51.0,51+,'+91-6405165220',a0aa7d@testmail.in
LEAD_f767348ac249467eb8a05011a5830ce6,Single,566,68150,138703,Employed,66.0,36-50,'+91-8605544061',f76734@example.com
LEAD_d5e3e79f1fd543deb98432072cb3530a,Divorced,602,42583,8973,Employed,49.0,51+,'+91-4263684402',d5e3e7@mail.com
LEAD_8d30ac483e0a4e5cb8871bf616a1871b,Single,563,23722,2951,Employed,56.0,26-35,'+91-1141774537',8d30ac@example.com
LEAD_91e4688f6cb9469eb481c52ce609dcf3,Single,521,59313,201673,Employed,57.0,36-50,'+91-3017261244',91e468@example.com
LEAD_9a01d485eab645d5a097c60e293e8c1b,Married,529,80543,34243,Employed,44.8,36-50,'+91-0920065138',9a01d4@mail.com
LEAD_9e1a5b80825242469375f8b48e794608,Divorced,560,56556,6195,Employed,58.0,26-35,'+91-0182686649',9e1a5b@mail.com
LEAD_8793c6b9a3ae4b2288c20f8f651683e4,Widowed,569,81565,4771,Employed,38.4,36-50,'+91-1971981600',8793c6@example.com
LEAD_4667967bc7534eb0be10a32053a16037,Married,631,26415,152970,Employed,49.0,36-50,'+91-0319264999',466796@testmail.in
LEAD_5c138d42fae046e2806637fafa464f8a,Single,591,79860,9335,Employed,55.0,26-35,'+91-5281279632',5c138d@testmail.in
LEAD_67aca16cc6fb4ab5b8a77fc3ba9e4df0,Married,609,30559,12521,Employed,53.0,51+,'+91-2462774378',67aca1@example.com
LEAD_fc1ff21540d74f669f3352b239c0f43c,Single,482,211703,2473,Employed,42.4,26-35,'+91-4205628774',fc1ff2@testmail.in
LEAD_de3f6561f539461b9d9629dca55301b9,Single,601,126879,89880,Employed,33.6,51+,'+91-3058577874',de3f65@example.com
LEAD_6b2a6ea464904a91a70705b633e5650b,Widowed,621,87779,20706,Employed,38.4,36-50,'+91-2916484708',6b2a6e@mail.com
LEAD_e8356e56ed3b4cc0af7a7955608de449,Divorced,637,20484,49402,Employed,52.0,36-50,'+91-2876956535',e8356e@testmail.in
LEAD_b3d8c73dbca14d74ba72f065cd00c49d,Single,509,15286,74884,Employed,52.0,26-35,'+91-7657272391',b3d8c7@testmail.in
LEAD_c55c2904fcc642fe9020121c64bbe99d,Single,510,136480,10207,Employed,40.0,26-35,'+91-5028835812',c55c29@testmail.in
LEAD_29ac357c3e5341d6a01da083c65553fb,Divorced,589,22278,74614,Employed,54.0,26-35,'+91-1464589327',29ac35@testmail.in
LEAD_9dedb3f02c7047f199e8c46581fe856c,Divorced,546,47449,65412,Employed,48.0,18-25,'+91-4827040953',9dedb3@mail.com
LEAD_80d522ad4d274d72864daf437956e340,Married,489,121094,5396,Employed,41.6,26-35,'+91-6953367382',80d522@testmail.in
LEAD_7a70efbd04484da48dec856f3cac9024,Single,539,48967,3809,Employed,60.0,18-25,'+91-8266174127',7a70ef@testmail.in
LEAD_85193577b3fd45c9bde520bffd683658,Single,479,21899,14230,Self-Employed,59.0,51+,'+91-5918230418',851935@mail.com
LEAD_bc8b5dac84134dd587a49b145cbe40b1,Married,541,15271,74486,Employed,55.0,36-50,'+91-3888921163',bc8b5d@example.com
LEAD_d730aa57829f4436a9f3e98a68efe3d7,Married,631,59450,73237,Employed,49.0,36-50,'+91-4175346670',d730aa@testmail.in
LEAD_41a97564e0814a2186261b5d5af47b82,Widowed,575,26262,3369,Employed,61.0,36-50,'+91-0281885718',41a975@example.com
LEAD_f3ddbb76e83142e0b4934167cd3b48ae,Married,548,55576,41839,Employed,53.0,36-50,'+91-3710490677',f3ddbb@mail.com
LEAD_10744e9b29b743d381298e6ee937a8ca,Married,603,27072,60198,Employed,54.0,51+,'+91-2558740907',10744e@mail.com
LEAD_a74b815f47064f538b9dc752eed3c3cc,Married,509,30084,143471,Employed,46.0,26-35,'+91-8464388691',a74b81@mail.com
LEAD_29b3b5c6fa094178ba1aecfdd62e2701,Married,609,35312,24563,Employed,47.0,36-50,'+91-6955295031',29b3b5@testmail.in
LEAD_703027f0b1e94b458b2f29b64098d917,Married,628,50301,56806,Employed,47.0,36-50,'+91-3951017357',703027@mail.com
LEAD_af16fac2363f4218b79387aee68fd1be,Married,625,30200,21074,Employed,52.0,18-25,'+91-7014139545',af16fa@mail.com
LEAD_67dee772d65b412e9024b292211f6819,Divorced,676,84454,2598936,Unemployed,30.4,51+,'+91-4203527380',67dee7@example.com
LEAD_4f4b5124d6a1465bba1e09eb8b3721b4,Single,591,87962,31578,Employed,50.0,36-50,'+91-5038797321',4f4b51@testmail.in
LEAD_96e3885ee5cb42fe88403e53533e60c6,Single,636,41740,5874,Employed,57.0,36-50,'+91-1097027251',96e388@example.com
LEAD_1e3605c4529d446aab6eb0f78a8705cf,Married,618,53569,202664,Employed,39.2,51+,'+91-0859648887',1e3605@example.com
LEAD_0013feb19635432e8cdaffda24049551,Married,628,29061,58415,Employed,47.0,36-50,'+91-0127713138',0013fe@example.com
LEAD_738264a772304eb69400fd13b4692684,Single,504,18574,7391,Employed,53.0,36-50,'+91-1957310318',738264@mail.com
LEAD_a2b4be0cdff1451cb70308ed7111b2d4,Divorced,558,63348,5098,Self-Employed,65.0,36-50,'+91-6417736513',a2b4be@example.com
LEAD_c7fc639af94e4e05a7611a2f60450780,Married,574,58542,47233,Employed,52.0,18-25,'+91-9576791502',c7fc63@mail.com
LEAD_081123d1c2474b7baec2eb6b5e08c2d4,Single,643,17040,1038,Employed,53.0,26-35,'+91-3151403957',081123@testmail.in
LEAD_766c38e58e85483eb9a22758e85a49c2,Married,606,53828,347977,Employed,38.4,36-50,'+91-8190983891',766c38@mail.com
LEAD_998e15ac16ea4f8ba7e70482a476c5cc,Married,548,72966,44648,Employed,48.0,36-50,'+91-0673090894',998e15@testmail.in
LEAD_dde584c6747b40588851e62c9d752f81,Married,562,54388,382048,Employed,36.8,51+,'+91-2884108353',dde584@testmail.in
LEAD_51390b46f5254d29bb8a50825a7cac6d,Single,545,31273,72833,Self-Employed,61.0,36-50,'+91-0569350289',51390b@mail.com
LEAD_eb00a3be4f1542b79c6d295c9a0d56ae,Married,554,39478,4790,Employed,55.0,18-25,'+91-9638982758',eb00a3@example.com
LEAD_c81ae3af68794fbc8c0fa0783c1d995b,Single,663,119579,13714,Unemployed,37.6,51+,'+91-3785363601',c81ae3@example.com
LEAD_fb5fff070cac414cb89643afbda43fa5,Married,616,33018,32954,Employed,58.0,51+,'+91-7713421312',fb5fff@mail.com
LEAD_a09b4dedf92648e3b96c15f9e5335795,Married,549,114626,1959,Employed,51.0,36-50,'+91-2806700703',a09b4d@mail.com
LEAD_8e1dc64a065c45808b6c3c95a596d128,Divorced,605,21780,87142,Employed,52.0,36-50,'+91-4765535933',8e1dc6@testmail.in
LEAD_d47840dfccb04533b37dbd9579d1b871,Widowed,621,94516,1807,Employed,50.0,51+,'+91-8463696470',d47840@example.com
LEAD_40f8e8aa88ec4a018e4dad5849caca4f,Widowed,687,69622,3611,Employed,40.0,51+,'+91-2927975827',40f8e8@testmail.in
LEAD_0d1a439b735e46e593b5b1ffc9a39e7c,Divorced,563,36864,10966,Employed,61.0,36-50,'+91-4861214441',0d1a43@example.com
LEAD_65f36e25aa764d1590f1f8893f206e3c,Single,461,15000,8319,Employed,56.0,18-25,'+91-7305892938',65f36e@mail.com
LEAD_034ded40230845cba376a31a18b37a89,Married,581,78868,1205,Employed,54.0,26-35,'+91-8343981480',034ded@example.com
LEAD_596ac9cc4cbd4878b16c26e9d5afff46,Married,613,32670,6257,Employed,57.0,36-50,'+91-5904953056',596ac9@testmail.in
LEAD_9d75253f78f546b49cb897c665845669,Divorced,488,50321,57023,Employed,48.0,18-25,'+91-3124631923',9d7525@example.com
LEAD_aeaf61326568474cbfe3dc7938ef689d,Single,636,69903,27159,Employed,36.8,36-50,'+91-8157676606',aeaf61@testmail.in
LEAD_29adf16483294468956e6e02ce93918d,Married,510,190042,142465,Employed,37.6,36-50,'+91-3139198759',29adf1@mail.com
LEAD_1f8b74cda6464091b0549bc7244e1d63,Widowed,609,48961,775378,Employed,31.2,51+,'+91-9597651390',1f8b74@mail.com
LEAD_59a989fa4eb74b0694e8fc04b3b67bb1,Single,644,57650,34896,Employed,50.0,51+,'+91-1572681341',59a989@example.com
LEAD_0a930e6fb916467eb512c511b333d717,Married,534,64976,7291,Employed,39.2,36-50,'+91-8515113485',0a930e@example.com
LEAD_3de1b59ced5c4be9b48aa4d9e4b05c0c,Married,579,43586,31745,Employed,53.0,18-25,'+91-6857932125',3de1b5@example.com
LEAD_e86ecfdc147141fe9acac2fa9f7947de,Married,584,25854,1516,Employed,51.0,51+,'+91-0115378594',e86ecf@testmail.in
LEAD_7e54936f111547e38038ae6f3e228792,Widowed,601,135521,10558,Employed,36.0,36-50,'+91-2323832904',7e5493@example.com
LEAD_3fad38991f1e46e987968f1b32758688,Married,596,41074,204253,Unemployed,54.0,36-50,'+91-6791389513',3fad38@example.com
LEAD_0bbe5a217fef410cac242073cd9ad156,Single,527,49600,140056,Employed,54.0,18-25,'+91-3061117181',0bbe5a@mail.com
LEAD_d7ce3a78b6674c728336fcd2e6a47660,Single,597,43278,12402,Self-Employed,61.0,26-35,'+91-6749678582',d7ce3a@testmail.in
LEAD_412089eb66b94a22a7095f07b3112a48,Single,595,24820,80690,Employed,50.0,18-25,'+91-4597863579',412089@example.com
LEAD_801ab1909d784adfa9bd6d365e4ca558,Single,589,66244,12846,Employed,59.0,18-25,'+91-5619254147',801ab1@testmail.in
LEAD_afdd2d685957466e9eccc52274baeebe,Single,604,52308,33748,Employed,40.8,36-50,'+91-0298064940',afdd2d@testmail.in
LEAD_b80e974d1e384445a0f1938036004226,Single,543,15000,236044,Self-Employed,56.0,26-35,'+91-9751494211',b80e97@mail.com
LEAD_bb291d7aae304cbf8829fff4a6bc03d1,Married,564,141105,1648,Employed,48.0,51+,'+91-8005971562',bb291d@mail.com
LEAD_cbbb72fd31fa4c13b6570d3bf896cfb8,Married,585,28874,176790,Employed,52.0,36-50,'+91-2783800530',cbbb72@example.com
LEAD_bab835f31f3744dc86bb7d4f3a905abe,Married,599,17890,384024,Employed,52.0,51+,'+91-9548973783',bab835@example.com
LEAD_b3d750b3f9e1432fa6708d91f797ee2f,Married,497,64537,62360,Employed,47.0,18-25,'+91-8370208121',b3d750@example.com
LEAD_5a7c2f90c0ad44d889a4a53efe967d7f,Married,578,32701,10408,Employed,54.0,26-35,'+91-1430133549',5a7c2f@mail.com
LEAD_4e5af3b8af164f78bef642c1534745b4,Married,612,75519,15663,Employed,37.6,36-50,'+91-5073692630',4e5af3@example.com
LEAD_847989d24c3941b0941af68bdb302c05,Married,568,70346,69697,Employed,40.0,26-35,'+91-5663398628',847989@example.com
LEAD_a606f4a3f0684c5fabcdcbee8eff937a,Married,559,33216,45443,Employed,60.0,26-35,'+91-6354126667',a606f4@mail.com
LEAD_1f695272a82145068b8f673c525d3890,Married,474,51939,54606,Employed,49.0,36-50,'+91-9148481763',1f6952@mail.com
LEAD_5ee93c276a814ba5bb9b712f989e32e5,Single,530,28440,123863,Employed,54.0,36-50,'+91-1786298564',5ee93c@example.com
LEAD_3ad4b79afc3240f2a3bd0783435ff555,Married,661,111530,19548,Employed,38.4,51+,'+91-7394532734',3ad4b7@testmail.in
LEAD_b916348663e447e88e75b79b2772a0ec,Single,578,45470,59050,Employed,55.0,36-50,'+91-5788561706',b91634@testmail.in
LEAD_21f8ba5061a04fdb877c6ff62434d3fb,Married,597,72724,3538,Self-Employed,52.0,36-50,'+91-9123397799',21f8ba@testmail.in
LEAD_05b386f14b494b6b889f64882e967ba0,Divorced,590,105145,1130,Employed,55.0,36-50,'+91-3846855616',05b386@testmail.in
